taxon,ACGU001B,ACGU002A,ACLE001B,ACLE002C,ACLE003A,ACLE007A,ACLE010A,ACLE011,ACLE012,ACLE013,ACLE014,ACLE015,ACLE016,ACLE017,ACLE018A,ACNF018C,ACNF023,ACNF024,ACNF025,ACNF026,ACNF027B,ACNF029A,ACNF032,ACNF033,ACNF034,ACNF035A,ACNF037,ACNF038B,ACNF040,ACNF041,ACNF042,ACNF043,ACNF044,ACNF045,ACNF046,ACNF048,ACNF050,ACNF051B,ACNF053,ACNF054,ACNF055,ACNF056,ACNF057,ACNF059,ACNF060,ACNF061,ACNF062,ACNF063,ACNF065,ACNF066,ACNF067,ACNF068,ACNF069,ACNF071,ACNF073,ACNF074,ACNF075,ACNF076,ACNF077,ACNF078,ACNF079,ACNF080,ACNF081,ACNF083,ACNF084,ACNF085,ACNF086,ACNF087,ACNF088,ACNF089,ACNF090,ACNF091,ACNF092,ACNF093,ACNF094,ACNF095,ACNF096,ACNF097,ACNF099,ACNF116,ACNF117,ACNF118,ACNF119,ACNF120,ACNF121,ACNF122,ACNF123,ACNF124,ACNI001,ACNI002,ACNI004,ACNI005B,ACNI006,ACOL001,ACTR010,ACTR011,ACTR014,ACTR015,ACTR025A,ACTR029B,ACTR032B,ACTR034A,ACTR037C,ACTR039C,ACTR040C,ACTR043B,ACTR045B,ACTR048A,ACTR050A,ACTR053B,ACTR056A,ACTR059A,ACTR062,ACTR063,ACTR064,ACTR065,ACTR066,ACTR067,ACTR068,ACTR069,ACTR070,ACTR071,ACTR072,ACTR073,ACTR074,ACTR076,ACTR077,ACTR078,ACTR079,ACTR080,ACTR081,ACTR082,ACTR083B,ACTR084,ACTR085,ACTR086,ACTR087B,ACTR091,ACTR092,ACTR094,ACTR095,ACTR096,ACTR097,ACTR098,ACTR099,ACTR101,ACTR102,ACTR105A,ACTR107,ACTR110,ACTR116,ACTR117,ACTR118,ACTR119,ACTR120,ACTR121,ACTR122,ACTR123,ACTR124,ACTR125,ACTR127,ACTR128,ACTR129,ACTR130,ACTR131,ACTR132,ACTR133A,ACTR135,ACTR136,ACTR137,ACTR138,ACTR139,ACTR140,ACTR141,ACTR142,ACTR143,ACTR144,ACTR145,ACTR146,ACTR595,ACTR606,ACTR610,ACTR611,ACTR612,CTST010,CTST012,CTST014,CTST016,NALI001B,NALI002B,NALI003B,NALI004C,NALI005B,NALI006C,NAUN001D,ZEFL003,ZEFL005,ZEFL006,ZEFL007,ZEFL008,ZEFL009,ZEFL010,ZEFL012,ZEFL013,ZEFL014,ZEFL016,ZEFL017,ZEFL019,ZEFL020,ZEFL021,ZEFL022B,ZEFL026,ZEFL027,ZEFL028A,ZEFL029B
Florideophyceae,66,91,90,172,86,15,271,116,98,86,37,191,92,158,105,169,251,12,36,24,18,75,104,45,216,93,54,93,72,148,134,24,148,145,210,206,237,107,140,27,14,93,124,142,573,142,94,21,62,623,73,18,0,22,278,122,163,173,18,184,91,131,30,163,31,113,52,318,84,96,81,55,181,58,160,35,67,82,63,143,324,350,686,69,25,0,69,19,79,38,90,54,106,1,191,176,88,166,541,301,70,372,506,215,261,134,262,359,324,375,408,258,187,174,223,20,107,61,61,83,725,19,166,108,57,965,217,0,56,403,626,128,126,20,46,48,54,228,113,123,188,157,398,134,82,332,98,287,203,205,101,10,160,82,178,394,6,33,27,51,341,197,216,46,227,6,14,413,96,160,60,290,266,186,49,269,533,325,638,7,255,340,46,495,63,25,0,115,18,34,99,129,108,499,0,366,326,44,918,275,269,340,551,79,461,591,266,76,156,404,127,284,168,1223,822
Spyridia filamentosa,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,28,0,0,0,0,0,0,0,10,0,56,14,0,0,0,1,0,1709,0,0,20,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1311,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sargassum echinocarpum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurencia sp. ,0,81,175,3,58,0,322,171,182,104,268,1938,752,30,0,0,121,300,337,233,218,0,0,189,22,6,70,17,29,30,188,0,20,0,38,83,0,8,11,58,63,12,56,178,26,49,0,39,0,2,9,43,55,1,27,81,356,41,131,53,24,1215,0,12,152,76,6,39,197,0,97,159,0,0,2,322,0,64,27,0,1,0,0,212,1003,279,33,65,7,0,54,10,29,2,152,102,221,128,152,152,237,47,57,144,129,216,108,171,69,300,102,86,3,36,155,6,77,114,429,95,152,592,418,62,565,186,1377,4,452,2603,36,32,90,144,92,104,135,106,11,61,50,8,20,40,165,63,59,10,60,114,46,0,168,93,100,186,370,89,129,81,486,80,17,74,54,58,5,96,60,116,20,130,70,14,164,419,194,47,108,0,78,36,223,82,0,0,0,0,2,231,28,59,32,76,0,0,0,317,0,0,2,0,20,94,0,0,78,23,10,83,98,85,46,0,3
Tolypiocladia glomerulata,0,33,0,0,0,0,34,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,29,5,12,31,43,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,6,5,9,0,0,5,0,0,0,10,0,61,63,0,0,5,3,0,18,2,11,0,0,0,0,0,5,0,1,12,10,11,0,2,0,0,0,42,5,0,0,0,0,0,1,0,0,0,0,28,0,8,0,0,98,36,32,157,175,12,50,59,72,152,261,54,13,25,20,6,67,13,0,0,18,0,0,2,8,16,25,5,0,0,0,0,101,106,4,17,81,71,0,3,0,10,10,0,0,0,4,1,0,6,13,0,53,17,61,273,8,53,0,3,97,182,124,46,30,55,40,19,6,50,111,32,103,100,46,12,43,7,47,44,8,0,0,0,0,0,24,0,7,0,0,62,183,1717,0,0,0,23,0,17,29,59,6,0,8,7,18,8,0,140,0,109,29,17,54,5,0
Gayliella sp. ,2,15,154,2,80,2,0,7,4,3,0,506,69,0,48,4,95,9,0,0,41,536,576,140,418,96,101,186,466,38,351,18,235,207,28,0,0,56,111,0,0,4,9,579,201,162,369,191,216,189,0,38,0,2465,60,624,133,0,1,0,101,92,0,7,204,55,0,0,0,0,4,51,3,0,2,1,0,6,289,0,72,874,190,0,0,75,0,0,328,0,7,15,9,0,3,98,2,7,37,63,10,56,51,177,12,82,71,292,86,0,24,0,282,1091,199,1089,73,598,1,8,7,27,88,0,381,306,64,0,285,13,62,794,1054,1121,325,676,44,495,2530,1150,1201,3392,299,1092,1182,1779,1570,75,12,19,641,5080,996,1107,1116,519,4779,4265,1106,1384,963,172,1268,429,3087,657,5,20,168,71,36,83,62,69,16,32,253,39,106,15,368,2025,0,2,0,0,0,6,0,0,0,25,0,0,4,137,18,8,38,4,187,2,238,70,117,3,0,256,0,159,6,0,0,157,0
Gracilariaceae,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,2,0,0,0,0,0,0,20,1,0,41,0,0,0,0,0,0,0,0,0
Ganonema farinosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Antithamnion erucacladellum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champia vieillardii,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,170,0,11,0,0,0,77,0,0,0,0,0,4,0,6,0,70,12,5,3,7,137,5,2,0,19,3,17,0,0,0,0,0,0,2,0,0,33,0,12,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,23,2,0,1,3,0,35,0,1,0,0,8,0,0,7,1,55,33,11,0,0,2,0,0,0,0,4,0,0,28,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,18,0,0,0,0,0,19,0
Laurencia majuscula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,728,0,0,43,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasinococcus sp. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorea producens,13,0,0,0,0,0,0,0,0,0,0,75,0,9,0,0,0,132,120,155,138,0,6,12,0,10,0,7,0,3,7,0,2,0,1,65,17,1,7,0,10,3,2,0,4,26,4,9,6,0,0,0,0,0,0,0,166,0,23,55,63,7,45,0,1,33,6,8,6,0,87,0,68,0,46,18,92,30,0,0,0,0,0,0,40,0,34,16,0,0,0,0,0,0,2,45,0,0,0,22,0,3,2,4,0,0,0,4,2,0,5,0,0,0,0,0,32,22,0,0,0,0,0,15,5,0,0,0,0,0,0,0,10,0,6,37,76,0,0,0,0,0,0,22,0,0,0,0,0,0,2,0,2,1,0,6,0,0,13,13,3,27,21,21,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,11,0,22,20,18,0,60,0,14,0,12,0,5,14,26,0,15
Rhodymeniales,0,42,0,0,27,17,103,1,0,0,0,0,43,3,0,37,32,42,0,0,8,58,39,10,50,26,8,0,2,24,91,6,225,190,2,26,90,0,12,46,12,30,0,55,33,7,0,201,0,26,5,1,0,1,0,72,24,0,0,44,15,114,0,47,9,20,4,0,15,0,2,12,445,45,0,14,3,5,0,41,0,35,45,21,14,0,68,6,66,0,13,0,0,5,0,22,0,0,22,74,12,3,54,20,0,37,27,116,34,28,67,85,27,2,3,6,6,0,274,4,38,69,14,50,7,2,8,0,0,36,29,0,36,21,45,37,12,0,0,0,7,8,61,13,1,36,20,0,74,14,36,188,7,3,78,24,0,47,17,2,2,9,12,22,0,21,0,13,0,3,0,0,8,2,0,41,4,1,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,66,17,742,62,37,23,21,11,81,199,21,0,1088,96,379,0,132,21,36
