taxon,rank,kingdom,phylum,class,order,family,genus,species,1.29.17.NEG_9.6.19,1.4.2018.NEG_9.6.19,1.5.18.NEG_9.6.19,1.5.18.NEG-1_8.19,1.5.18.NEG.2_8.19,1.5.18.NEG.dup1_9.6.19,11.30.17.NEG_8.19,5.2.18.NEG_9.6.19,5.7.18.NEG_9.6.19,5.16.17.NEG_9.6.19,EXTRACT.NEG_S200_9.6.19,INDEX.NEG.1_S216_8.19,INDEX.NEG.2_S220_8.19,NEG_11.17,1.7.18.NEG_8.19,1-4-2018-NEG_9.6.19,1-29-19-NEG_8.19,1-4-17-NEG_9.6.19,1-5-18-NEG-dup2_9.6.19,1-7-18-NEG-2_8.19,12-5-17-NEG_8.19,ACTR591_8.19,ACTR589_9.6.19,ACLE017_8.19,ACGU001A_9.6.19,ACGU002A_9.6.19,ACGU002A_9.6.19,ACTR080_8.19,ACNI003_9.6.19,ACTR590_9.6.19,ACTR076_9.6.19,ACTR078_9.6.19,ACLE012_9.6.19,ACLE013_9.6.19,ACTR077_9.6.19,ZEFL028B_9.6.19,ZEFL029B_9.6.19,ACNF017_9.6.19,ACNF018_9.6.19_dupACNF019_20,ACNF019_9.6.19_dupACNF018_20,ACNF020_9.6.19_dupACNF018_19,ACNF021_9.6.19,ACNF023_9.6.19,ACNF024_9.6.19,ACNF025_9.6.19,ACNF026_8.19,ACNF027_9.6.19_dupACNF028,ACNF028_8.19_dupACNF027,ACNF029_9.6.19_dupACNF030_31,ACNF030_9.6.19_dupACNF029_31,ACNF031_9.6.19_dupACNF029_30,ACNF032_9.6.19,ACNF033_9.6.19,ACNF034_8.19,ACNF035_9.6.19_dupACNF036,ACNF036_9.6.19_dupACNF035,ACNF037_9.6.19,ACNF038_9.6.19_dupACNF039,ACNF039_9.6.19_dupACNF038,ACNF041_9.6.19,ACNF042_9.6.19,ACNF043_8.19,ACNF044_8.19,ACNF045_9.6.19,ACNF046_8.19,ACNF047_9.6.19,ACNF048_9.6.19,ACNF049_9.6.19,ACNF050_9.6.19,ACNF051_9.6.19_dupACNF052,ACNF052_8.19_dupACNF051,ACNF053_8.19,ACNF054_9.6.19,ACNF055_8.19,ACNF055_9.6.19,ACNF055-dup_8.19,ACNF055-dup_9.6.19,ACNF056_8.19,ACNF057_9.6.19,ACNF058_9.6.19,ACNF059_9.6.19,ACNF060_8.19,ACNF061-1_9.6.19,ACNF061-2_9.6.19,ACNF062_9.6.19,ACNF063_8.19,ACNF065_9.6.19,ACNF066_8.19,ACNF067_9.6.19,ACNF068_9.6.19,ACNF081_9.6.19,ACNF081-dup_8.19,ACNF081-dup_9.6.19,ACNF082_9.6.19,ACNF083-1_9.6.19,ACNF083-2_9.6.19,ACNF084-1_9.6.19,ACNF084-2_9.6.19,ACNF085-1_9.6.19,ACNF085-2_9.6.19,ACNF086-1_9.6.19,ACNF086-2_9.6.19,ACNF087-1_9.6.19,ACNF087-2_9.6.19,ACNF088_9.6.19,ACNF088-dup_8.19,ACNF088-dup_9.6.19,ACNF089_9.6.19,ACNF090-1_9.6.19,ACNF090-2_9.6.19,ACNF099-1_9.6.19,ACNF099-2_9.6.19,ACNF116_9.6.19,ACNF117_9.6.19,ACNF118_9.6.19,ACNF119_9.6.19,ACLE014_9.6.19,ACLE011_9.6.19,ZEFL004_9.6.19,ZEFL028A_9.6.19,ACNF125_9.6.19,ACNI001-1_9.6.19,ACNI001-2_9.6.19,NALI004B_9.6.19,NALI004C_9.6.19,ACNI004_S120_9.6.19,ACNI005A_S84_9.6.19,ACNI005B_S64_9.6.19,ACNI006_S201_8.19,ACOL001_S203_8.19,ACTR010_S43_9.6.19,ACTR011_S75_9.6.19,ACTR014_S78_9.6.19,ACTR015_S68_9.6.19,ACTR025A_S180_8.19,ACTR029_S184_9.6.19_dupACTR030_31,ACTR030_S146_9.6.19_dupACTR029_31,ACTR030.dup_S147_9.6.19_dupACTR029_31,ACTR030.dup_S212_8.19_dupACTR029_31,ACTR031-1_S66_9.6.19_dupACTR029_30,ACTR031-2_S137_9.6.19_dupACTR029_30,ACTR031-dup_S67_9.6.19_dupACTR029_30,ACTR032.dup_S165_9.6.19_dupACTR033,ACTR033_S141_9.6.19_dupACTR032,ACTR033.dup_S142_9.6.19_dupACTR032,ACTR034_S59_9.6.19_dupACTR035_36,ACTR034.dup_S60_9.6.19_dupACTR035_36,ACTR035_S190_8.19_dupACTR034_36,ACTR035.dup_S191_8.19_dupACTR034_36,ACTR036-dup_S157_9.6.19_dupACTR034_35,ACTR037_S103_9.6.19_dupACTR038_39,ACTR038_S85_9.6.19_dupACTR037_39,ACTR039_S158_9.6.19_dupACTR037_38,ACTR040_S213_8.19_dupACTR041_42,ACTR041_S91_9.6.19_dupACTR040_42,ACTR043_S126_9.6.19_dupACTR44,ACTR044_S107_9.6.19_dupACTR43,ACTR045_S71_9.6.19_dupACTR046_47,ACTR046_S40_9.6.19_dupACTR045_47,ACTR047_S42_9.6.19_dupACTR045_46,ACTR048_S90_9.6.19_dupACTR049,ACTR049_S69_9.6.19_dupACTR048,ACTR050_S50_9.6.19_dupACTR051_52,ACTR051_S62_9.6.19_dupACTR050_52,ACTR052_S131_9.6.19_dupACTR050_51,ACTR053_S192_8.19_dupACTR054_55,ACTR054_S161_9.6.19_dupACTR053_55,ACTR055_S209_8.19_dupACTR053_54,ACTR056_S183_8.19_dupACTR057_58,ACTR057_S113_9.6.19_dupACTR056_58,ACTR058_S187_8.19_dupACTR056_57,ACTR059_S184_8.19_dupACTR060_61,ACTR060_S134_9.6.19_dupACTR059_61,ACTR061_S41_9.6.19_dupACTR059_60,ACTR062_S48_9.6.19,ACTR063_S49_9.6.19,ACTR064_S195_8.19,ACTR065_S207_8.19,ACTR066_S101_9.6.19,ACTR067_S23_9.6.19,ACTR068_S61_9.6.19,ACTR069_S102_9.6.19,ACTR070_S35_9.6.19,ACTR071_S121_9.6.19,ACTR072_S37_9.6.19,ACTR081_9.6.19,ACTR081-dup_S136_9.6.19,ACTR081-dup_S179_8.19,ACTR074_S182_8.19,ACTR082_9.6.19,ACTR082-2_S106_9.6.19,ACTR083_8.19,ACTR083-2_S208_8.19,ACTR083A_S185_9.6.19,ACTR083B_S163_9.6.19,ACTR084_S10_9.6.19,ACTR084_8.19,ACTR084-dup_S11_9.6.19,ACTR084-dup_S172_8.19,ACTR076_S92_9.6.19,ACTR085_9.6.19,ACTR086_9.6.19,ACTR087_9.6.19,ACLE002C_9.6.19,ACTR096_9.6.19,ACTR097_9.6.19,ACTR099_9.6.19,ACTR103_8.19,NALI005A_9.6.19,ACTR085-2_S139_9.6.19,NALI005B_9.6.19,ACTR086-dup_S174_8.19,ACTR086-dup_S77_9.6.19,ACNI002_9.6.19,ACTR087-2_S63_9.6.19,ACTR087B_S166_8.19,ACTR087B_S172_9.6.19,ACTR090_S189_9.6.19,ACTR595_9.6.19,ACTR596_9.6.19,ACTR597_9.6.19,ACTR098_S5_9.6.19,ACTR101_S31_9.6.19,ACTR102_S17_9.6.19,ACTR105A_S168_9.6.19,ACTR106_S170_9.6.19,ACTR107_S165_8.19,ACTR110_S162_9.6.19,CTST019_9.6.19,NALI006A_9.6.19,NALI006B_9.6.19,NALI006C_9.6.19,ACLE010A_9.6.19,ACTR139_S57_9.6.19,ACTR140_S130_9.6.19,ACTR141_S170_8.19,ACTR142_S204_8.19,ACTR143_S185_8.19,ACTR144_S202_8.19,ACTR145_S199_8.19,ACTR146_S182_9.6.19,ACLE003C_9.6.19,ACTR135_9.6.19,ACTR136_9.6.19,ACTR137_9.6.19,ACTR138_9.6.19,ACNF120_9.6.19,ACNF121_9.6.19,ACNF122_9.6.19,ACNF123_9.6.19,ACNF123_9.6.19,ACTR600_S236_8.19,ACTR601_S233_8.19,ACTR602_S202_9.6.19,ACTR605_S235_8.19,ACTR606_S21_9.6.19,ACTR607_S224_8.19,ACTR608_S231_8.19,ACTR610_S203_9.6.19,ACTR611_S52_9.6.19,ACTR612_S55_9.6.19,ACTR132_9.6.19,CTST020_S243_8.19,GU1B_11.17,GU2B_11.17,GU2C_11.17,LE10B_11.17,LE10C_15ul_11.17,LE1A_11.17,LE1B_15ul_11.17,LE3A_11.17,LE7A_11.17,LE7B_11.17,LE7C_11.17,NALI002A_S132_9.6.19,NALI002B_S45_9.6.19,ACTR091_9.6.19,ACTR092_9.6.19,ACTR094_9.6.19,ACTR095_9.6.19,NALI003B_9.6.19,NALI004A_9.6.19,ACTR073_9.6.19,ACTR074_9.6.19,ACTR074_9.6.19,ACTR075_9.6.19,ACTR075_9.6.19,NALI1A_11.17,NALI1B_11.17,NAUN1B_15ul_11.17,NAUN1C_11.17,NAUN1D_11.17,NAUN1E_11.17,NF40_11.17,NF69_11.17,NF70_11.17,NF71_11.17,NF72_11.17,NF73_11.17,NF74_11.17,NF75_11.17,NF76_11.17,NF77_11.17,NF78_11.17,NF79_11.17,NF80_11.17,NF91_15ul_11.17,NF92_15ul_11.17,NF93_11.17,NF94_15ul_11.17,NF95_15ul_11.17,NF96_15ul_11.17,NF97_15ul_11.17,ST10_11.17,ST12_11.17,ST13_11.17,ST14_11.17,ST15_11.17,ST16_11.17,ST17_11.17,TR116_11.17,TR117_11.17,TR118_11.17,TR119_11.17,TR120_11.17,TR121_11.17,TR122_11.17,TR123_11.17,TR124_11.17,TR125_11.17,TR127_11.17,TR128_11.17,TR129_11.17,TR130_11.17,TR131_11.17,TR133A_11.17,TR42_15ul_11.17_dupACTR040_41,TR84_25cyc_11.17,TR84_35cyc_11.17,TR85_15ul_11.17,TR85_25cyc_11.17,TR85_35cyc_11.17,TR86_15ul_11.17,TR86_25cyc_11.17,TR86_35cyc_11.17,ZE10_11.17,ZE11_11.17,ZE12_11.17,ZE13_11.17,ZE14_11.17,ZE15_11.17,ZE16_11.17,ZE17_15ul_11.17,ZE17_5ul_11.17,ZE18_11.17,ZE19_15ul_11.17,ZE19_5ul_11.17,ZE20_11.17,ZE21_15ul_11.17,ZE21_5ul_11.17,ZE22_15ul_11.17_dupZEFL023,ZE23_11.17_dupZEFL022,ZE26_11.17,ZE27_11.17,ZE3_11.17,ZE5_11.17,ZE6_11.17,ZE7_11.17,ZE8_11.17,ZE9_11.17,ACTR079_9.6.19,ACNF124_9.6.19,ACLE015_9.6.19,ACLE016_8.19,ACLE016_9.6.19
Herposiphonia sp.,genus,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia sp.,Herposiphonia sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8752,0,819,1211,8,0,344,0,7,0,384,79,94,0,11,0,91,0,32,43,0,11,0,85,19,80,12,39,1904,470,71,354,126,27,382,925,1147,75,295,246,1649,109,264,70,499,263,447,1357,676,0,674,0,0,1037,559,208,426,567,2066,186,65,174,0,0,0,50,0,0,0,0,1460,3483,33,93,46,146,215,842,104,87,0,213,211,130,16,11,0,25,22,7,0,0,28,47,0,0,0,50,42,0,0,1707,541,58,1063,103,3563,268,1788,1396,117,62,255,0,934,0,417,238,767,0,806,75,0,0,253,834,931,331,136,115,232,144,874,341,1274,360,547,691,197,38,121,561,629,929,744,273,440,746,375,646,443,26,461,50,1157,183,5528,372,3646,698,773,200,0,153,0,85,46,79,31,32,49,258,431,0,0,0,374,244,0,0,62,139,10,0,0,753,0,366,0,0,0,155,45,47,1556,0,0,776,478,756,43,63,813,234,0,0,0,0,19,734,181,779,235,327,960,2,403,0,433,891,559,332,0,0,0,0,0,0,5,1224,0,1412,0,0,41,4266,3962,156,0,5607,8746,9463,1462,537,0,147,5,0,0,0,0,43,285,0,12,21,0,0,37,0,829,0,0,13,0,0,37,0,0,530,31,0,161,797,55,80,523,58,0,497,639,2558,114,430,0,71,1023,0,0,180,0,0,48,25,364,0,496,95,889,420,127,1479,63,0,412,613,575,114,99,377,24,137,588,663,26,581,308,1165,346,366,736,539,250,442,1353,65,109,277,4875,0,0,3973,0,14,834,0,4567,346,89,22,219,1069,3830,859,132,452,2693,0,0,0,0
Laurencia majuscula,species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,Laurencia majuscula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2910,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,0,0,0,0,0,0,92,62,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurencia sp. ,species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,Laurencia sp. ARS-2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,239,13824,38,0,536,2,394,341,5349,0,8,13,0,0,0,214,197,357,486,1067,320,346,0,11,0,0,321,83,26,0,168,227,100,228,386,0,78,0,162,93,98,30,0,358,20,47,147,0,144,0,0,63,73,70,258,91,18,330,0,59,0,10,22,71,0,0,0,0,25,50,238,513,75,233,24,64,37,55,0,487,629,0,260,162,15,38,0,4,0,0,353,609,0,0,0,33,22,140,130,84,0,20,61,2,651,255,1141,683,505,126,297,0,836,0,569,461,401,0,587,154,0,0,472,369,242,179,141,545,205,282,673,90,676,491,405,160,290,195,188,1069,882,925,705,895,573,336,193,293,6,137,475,79,309,661,2816,391,698,2570,1720,102,0,158,0,173,63,73,90,57,174,0,406,0,0,0,341,458,0,3,10,53,399,0,119,573,50,694,0,0,0,323,73,99,0,0,0,463,424,345,9,51,100,143,0,732,120,165,569,517,297,67,1110,2194,1038,247,171,0,431,348,587,73,640,2205,375,93,0,0,0,43,0,145,0,0,31,779,369,66,1,0,0,0,0,0,0,422,72,0,0,0,57,388,336,28,151,117,33,99,226,0,3247,0,6,0,10,0,10,0,0,125,106,0,3,0,30,212,1362,234,174,174,139,5558,594,0,0,7,1039,0,330,0,0,0,0,0,0,0,195,0,620,426,618,1024,1461,443,595,296,1856,405,61,334,327,27,416,255,2164,477,231,870,585,495,1304,0,0,61,228,0,31,0,192,0,0,72,0,24,234,0,0,356,255,184,0,0,1347,0,0,10,2175,241,2811,1353,0
Laurencia sp.,genus,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia sp.,Laurencia sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,328,1083,0,1191,3525,151,0,158,0,349,94,3021,263,6,45,239,577,171,696,255,753,2268,5949,851,1570,102,152,31,3,191,469,411,588,346,208,548,2323,850,0,359,402,1349,106,704,210,573,961,506,253,3176,0,3692,4,0,1673,524,25,85,113,0,535,88,781,413,2570,104,212,0,1793,847,0,21,63,166,542,2,0,38,151,75,59,0,1103,1144,58,14,0,0,36,185,79,430,908,135,40,0,456,125,0,0,98,0,11,9,16,42,10,249,242,1853,788,675,156,544,0,1433,0,1110,722,383,0,276,721,0,0,805,775,317,600,174,704,452,513,400,667,1367,719,586,330,631,532,580,1867,650,1583,1910,1234,843,1052,500,1139,0,0,128,6,2276,2,1336,1917,550,9159,1849,27,0,41,0,0,0,89,131,103,54,0,80,1,0,0,750,204,0,0,47,119,353,0,139,501,0,641,0,5,0,833,213,104,284,0,0,571,378,1417,0,65,6,0,0,83,16,256,512,320,314,206,267,14,534,133,179,0,425,545,274,0,107,367,174,596,0,0,1,1247,0,259,0,0,218,12386,11952,800,0,1439,1317,1034,1495,1241,0,109,27,0,0,0,0,0,500,2,552,37,0,44,624,0,835,0,3,6,0,0,68,3,0,513,254,0,72,326,59,37,73,321,593,590,758,966,967,33,0,580,0,69,289,0,19,34,10,0,0,0,1638,1607,1496,1849,16410,2203,1505,3209,2413,2262,2079,1130,1492,2254,34,1646,847,127,0,615,328,1182,292,291,716,321,0,399,536,285,267,337,2066,0,0,518,0,286,868,0,746,582,2776,542,1016,348,2064,154,279,300,3231,171,19,70,0
Palisada parvipapillata,species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Palisada,Palisada parvipapillata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,0,0,1959,0,0,280,0,0,0,147,25,0,0,32,1,0,131,105,0,0,0,0,0,3311,3879,1377,141,0,30,12,4,178,60,433,4476,864,0,1157,1540,1114,0,537,73,941,485,14,97,0,0,53,0,0,0,0,4,0,16,0,184,6,0,0,12,0,0,0,169,210,0,101,350,12,30,3,27,0,0,8,7,0,36,28,3,0,0,0,6,0,100,0,0,0,149,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,34,145,0,0,0,73,0,0,0,2,0,0,0,0,37,79,206,3807,0,0,0,0,0,0,0,0,0,60,6,10,5,22,0,0,0,0,0,0,0,0,0,0,0,98,0,0,49,25,267,2638,0,0,0,0,112,30,1569,1888,100,310,0,2501,7,0,0,176,0,21,0,0,25,28,0,0,145,0,0,0,0,0,242,67,32,0,0,0,17,0,190,137,25,20,319,0,0,0,0,0,56,227,0,0,0,13,0,0,0,83,0,0,0,1124,362,0,3351,0,0,0,75,0,9,0,0,0,81,728,146,0,1,0,0,317,36,0,0,0,0,0,0,0,0,0,0,75,0,0,0,5505,0,0,0,0,0,0,0,0,0,0,2270,0,0,277,0,0,0,0,9,102,690,770,887,40,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,8,2365,0,716,0,0,6239,5864,0,0,909,223,0,0,0,1277,1170,221,122,433,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,20,0,0,0,0,0,0,823,21,0,617,0
Polysiphonia sp. ,species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia sp. ARS-2011,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,77,0,0,0,0,0,128,149,5,0,0,0,0,0,0,0,0,76,0,31,5,0,22,60,30,262,219,1941,2681,11932,3696,1227,2928,34,50,31,0,1235,229,18,14,0,10,94,94,356,0,0,0,0,0,307,36,232,232,528,217,106,14,0,0,0,0,0,0,15,0,0,9,57,231,525,0,0,427,1331,4,6,0,95,130,50,0,0,18,29,0,0,0,0,134,0,0,0,144,342,178,0,0,5,0,0,15,0,600,320,359,241,0,0,14,0,114,0,0,0,0,0,11,0,0,0,100,0,80,105,5,21,18,0,0,74,133,30,0,0,0,0,0,0,23,106,0,65,0,10,133,0,459,4135,1097,3093,56,0,26,0,0,32,0,982,0,1661,0,3916,2234,1961,2288,70,345,1543,1033,0,0,0,631,799,1953,0,751,2001,2241,0,393,527,44,1222,0,0,2019,98,18,45,0,0,0,6951,4878,4310,423,252,289,500,0,0,2,55,27,599,115,795,625,1142,380,1831,182,0,681,2191,724,876,2,14,73,5,0,0,0,0,0,0,0,0,100,0,25,0,0,0,0,0,0,26,0,208,430,0,0,0,5,90,1059,1993,2901,2015,0,0,0,0,5,0,0,0,191,29,27,0,0,718,0,0,437,0,52,487,194,28,25,40,0,103,85,3,0,0,0,3,24,0,0,0,0,0,0,0,149,7,0,0,140,0,121,30,0,0,0,0,0,8,0,0,67,663,1358,876,332,1723,804,1013,1982,18,45,785,80,0,111,0,11,0,0,0,0,0,0,0,0,0,66,91,0,0,0,0,0,0,56,0,0,86,0
Rhodolachne decussata,species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Rhodolachne,Rhodolachne decussata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,61,9,0,0,0,0,0,0,0,0,0,0,142,14,373,64,123,0,0,0,0,0,151,63,28,95,0,2,56,508,25,4,0,0,0,0,6,0,0,72,0,18,0,0,0,101,0,0,0,0,0,0,0,0,0,2919,17,0,197,540,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,40,244,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,57,0,0,0,0,0,0,0,0,0,214,11,0,15,0,2,0,19,14,0,0,0,0,0,0,0,0,0,0,0,1,0,185,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,5,0,0,291,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,26,0,35,0,48,0,0,0,0,0,71,5,0,0,46,0,0,3,0,0,0,0,0,0,1037,0,593,0
Spirocladia barodensis,species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Spirocladia,Spirocladia barodensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolypiocladia glomerulata,species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Tolypiocladia,Tolypiocladia glomerulata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,11,0,31,0,2,0,0,56,1,236,0,0,0,109,0,0,0,42,10,0,0,0,0,0,51,13,27,27,63,78,166,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,34,12,15,28,0,3,36,0,0,0,42,23,0,9,8,33,54,0,0,0,0,0,0,0,2,8,0,21,2,0,0,0,0,56,9,0,9,0,10,0,0,11,0,3586,0,0,0,0,36,0,33,0,0,370,0,39,0,307,0,62,106,57,0,74,465,0,0,412,309,947,655,423,1023,110,146,149,119,444,205,388,671,879,491,1504,194,139,282,82,73,8,88,33,97,40,14,197,53,0,7,129,0,0,5,64,394,0,448,0,482,299,170,159,18,9,25,0,0,0,0,394,273,0,0,0,0,10,0,240,371,0,528,0,0,0,0,0,0,3,0,0,0,22,0,3,41,29,0,0,0,132,0,61,448,213,37,296,57,264,167,14,0,226,639,155,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,165,87,16,0,18,19,216,13,41,0,179,0,0,71,0,0,0,0,0,0,0,0,12,0,0,160,240,0,0,20,24,8,0,2,39,19,48,0,21,29,0,4,11,62,0,0,257,56,230,1347,44,286,0,18,462,750,524,243,85,295,261,42,155,44,427,356,182,707,439,377,994,0,13,20,19,49,24,26,3,0,0,546,0,0,333,0,0,113,68,194,124,0,97,83,130,8,0,0,0,0,0
Rhodomelaceae,family,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Rhodomelaceae,Rhodomelaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,53,64,0,0,597,0,7,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,39,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,22,0,0,9,0
